account_id,transaction_id,date,time,activity,amount,category,type,vendor_name
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,83819188,2023-01-02,17:54,food_and_drink,88.43,food_and_drink,expense,starbucks
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,75626840,2023-01-02,8:57,transportation,38.8,transportation,expense,uber
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,20277216,2023-01-03,9:28,transportation,91.7,transportation,expense,taxi
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,82168561,2023-01-03,16:42,entertainment,76.24,entertainment,expense,movie_theater
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,83523040,2023-01-04,10:48,food_and_drink,92.39,food_and_drink,expense,starbucks
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,82810461,2023-01-04,13:52,loan_payments,87.85,loan_payments,expense,bank_of_america
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,57920601,2023-01-05,15:37,food_and_drink,34.12,food_and_drink,expense,mcdonalds
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,52403090,2023-01-05,10:1,transportation,16.97,transportation,expense,taxi
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,43306233,2023-01-06,15:38,transportation,60.95,transportation,expense,taxi
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,32921341,2023-01-06,10:00,transfer_to_savings,91.02,savings,transfer,savings_account
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,17848821,2023-01-09,21:25,food_and_drink,41.76,food_and_drink,expense,starbucks
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,16630900,2023-01-10,9:10,general_services,32.14,general_services,expense,delivery_service
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,44424028,2023-01-11,12:34,loan_payments,87.4,loan_payments,expense,wells_fargo
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,60296162,2023-01-11,16:49,general_services,95.42,general_services,expense,delivery_service
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,20320857,2023-01-12,16:26,food_and_drink,46.44,food_and_drink,expense,mcdonalds
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,39752471,2023-01-12,17:9,transportation,67.5,transportation,expense,uber
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,45851100,2023-01-13,10:00,transfer_to_savings,60.39,savings,transfer,savings_account
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,47141109,2023-01-15,14:1,transportation,98.85,transportation,expense,lyft
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,82131918,2023-01-17,9:33,general_services,77.19,general_services,expense,delivery_service
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,13464405,2023-01-17,20:53,personal_care,56.8,personal_care,expense,salon
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,66051493,2023-01-18,20:40,food_and_drink,44.6,food_and_drink,expense,mcdonalds
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,81429003,2023-01-19,21:8,general_merchandise,14.84,general_merchandise,expense,amazon
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,27465925,2023-01-20,15:6,general_merchandise,59.97,general_merchandise,expense,amazon
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,58522370,2023-01-20,9:10,food_and_drink,60.63,food_and_drink,expense,mcdonalds
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,64314492,2023-01-20,17:36,personal_care,19.34,personal_care,expense,salon
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,74938432,2023-01-20,10:00,transfer_to_savings,62.16,savings,transfer,savings_account
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,46061402,2023-01-21,14:55,transportation,28.35,transportation,expense,taxi
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,40711537,2023-01-24,9:0,transportation,81.85,transportation,expense,lyft
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,63895101,2023-01-27,17:50,food_and_drink,96.76,food_and_drink,expense,starbucks
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,50779738,2023-01-27,10:14,transportation,10.15,transportation,expense,lyft
Q9EoF6mC2U1aW8Xv0P3dL7Bz4KjRnS5yGlTiO,76799913,2023-01-27,14:49,loan_payments,17.94,loan_payments,expense,chase
