account_id,transaction_id,date,time,activity,amount,category,type,vendor_name
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,37275297,2023-01-01,09:00,monthly_salary,3566.22,income,income,employer
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,35020445,2023-01-02,8:58,general_merchandise,61.01,general_merchandise,expense,amazon
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,76718458,2023-01-02,17:14,food_and_drink,24.89,food_and_drink,expense,local_cafe
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,70813723,2023-01-02,19:46,personal_care,94.88,personal_care,expense,salon
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,17743409,2023-01-03,10:38,entertainment,70.59,entertainment,expense,movie_theater
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,15607607,2023-01-04,7:37,entertainment,44.76,entertainment,expense,movie_theater
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,49623330,2023-01-05,21:54,food_and_drink,16.08,food_and_drink,expense,local_cafe
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,28979162,2023-01-05,21:14,transportation,21.86,transportation,expense,lyft
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,65383962,2023-01-06,10:1,general_merchandise,65.56,general_merchandise,expense,target
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,70459034,2023-01-06,15:30,transportation,66.98,transportation,expense,uber
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,80285331,2023-01-06,21:47,entertainment,58.92,entertainment,expense,concert
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,71016900,2023-01-06,11:53,personal_care,56.72,personal_care,expense,gym
R5n2vJ1pW8Zs4tB9Kc7yX6Lq3H0fUdGmaPzEI,14846589,2023-01-06,10:00,transfer_to_savings,87.61,savings,transfer,savings_account
