account_id,transaction_id,date,time,activity,amount,category,type,vendor_name
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,91163191,2023-01-01,12:20,general_services,94.49,general_services,expense,cleaning_service
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,92853565,2023-01-01,09:00,monthly_salary,3264.97,income,income,employer
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,55856420,2023-01-02,9:15,food_and_drink,13.2,food_and_drink,expense,starbucks
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,63352739,2023-01-02,18:54,transportation,42.81,transportation,expense,taxi
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,69469942,2023-01-03,18:58,food_and_drink,65.91,food_and_drink,expense,local_cafe
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,69375961,2023-01-03,19:49,transportation,61.98,transportation,expense,lyft
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,39635107,2023-01-03,8:48,personal_care,25.07,personal_care,expense,gym
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,42726455,2023-01-04,17:35,food_and_drink,11.05,food_and_drink,expense,local_cafe
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,19378222,2023-01-04,9:20,transportation,60.61,transportation,expense,uber
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,59688996,2023-01-05,20:35,food_and_drink,34.82,food_and_drink,expense,mcdonalds
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,46901652,2023-01-06,10:00,transfer_to_savings,86.02,savings,transfer,savings_account
f8Jw4Zk1qNPm6W7VxRC0sYAd2GH5B9eLtUmQO,59537095,2023-01-07,11:32,general_merchandise,79.66,general_merchandise,expense,amazon
